Device : ;PAX1000IR2/M
2023-04-18 16:07:10.42;0.00:00:26:790;0.97;0.03;-0.26;0.2288;0.2197;0.006028;-0.05831;0.79;-7.43;99.37;25.48;96.05;0.2288;0.2274;0.001434;-6.405;-6.432;-28.435;0.98;-84.10;
2023-04-18 16:07:10.67;0.00:00:27:042;0.97;0.03;-0.26;0.2289;0.2197;0.005938;-0.05832;0.77;-7.43;99.37;25.48;96.05;0.2289;0.2274;0.001433;-6.404;-6.432;-28.437;0.98;-84.19;
2023-04-18 16:07:10.93;0.00:00:27:297;0.96;0.04;-0.27;0.2291;0.2187;0.01002;-0.06236;1.31;-7.95;99.36;27.22;95.56;0.2291;0.2276;0.001469;-6.400;-6.428;-28.330;0.98;-80.87;
2023-04-18 16:07:11.18;0.00:00:27:548;0.96;0.04;-0.27;0.2291;0.2187;0.01009;-0.06241;1.32;-7.95;99.36;27.24;95.55;0.2291;0.2277;0.001465;-6.399;-6.427;-28.342;0.98;-80.82;
2023-04-18 16:07:11.43;0.00:00:27:803;0.95;0.06;-0.29;0.2292;0.2174;0.01407;-0.06613;1.85;-8.44;99.32;28.85;95.04;0.2292;0.2277;0.001561;-6.398;-6.427;-28.067;0.98;-77.99;
2023-04-18 16:07:11.69;0.00:00:28:055;0.95;0.06;-0.29;0.2293;0.2175;0.014;-0.06616;1.84;-8.44;99.33;28.85;95.05;0.2293;0.2278;0.001535;-6.396;-6.425;-28.138;0.98;-78.05;
2023-04-18 16:07:11.94;0.00:00:28:308;0.95;0.07;-0.30;0.2292;0.2163;0.01623;-0.06858;2.15;-8.77;99.26;29.93;94.64;0.2292;0.2275;0.001697;-6.399;-6.431;-27.703;0.98;-76.68;
2023-04-18 16:07:12.20;0.00:00:28:563;0.95;0.08;-0.30;0.2295;0.2164;0.01752;-0.06951;2.31;-8.88;99.31;30.28;94.58;0.2295;0.228;0.001579;-6.392;-6.422;-28.016;0.97;-75.86;
2023-04-18 16:07:12.45;0.00:00:28:816;0.95;0.08;-0.31;0.2292;0.2152;0.0189;-0.07088;2.51;-9.08;99.22;30.93;94.28;0.2292;0.2274;0.001777;-6.399;-6.433;-27.503;0.97;-75.07;
2023-04-18 16:07:12.70;0.00:00:29:070;0.94;0.10;-0.32;0.2296;0.2145;0.02248;-0.07358;2.99;-9.42;99.26;32.05;93.94;0.2296;0.2279;0.001705;-6.391;-6.423;-27.683;0.97;-73.01;
2023-04-18 16:07:12.95;0.00:00:29:322;0.94;0.10;-0.32;0.2296;0.2145;0.02246;-0.0736;2.99;-9.42;99.27;32.05;93.95;0.2296;0.2279;0.001687;-6.390;-6.422;-27.729;0.97;-73.03;
2023-04-18 16:07:13.21;0.00:00:29:575;0.94;0.11;-0.33;0.2296;0.2134;0.02506;-0.0758;3.35;-9.72;99.24;33.01;93.59;0.2296;0.2279;0.001749;-6.390;-6.423;-27.572;0.97;-71.71;
2023-04-18 16:07:13.46;0.00:00:29:828;0.94;0.11;-0.33;0.2296;0.2134;0.02511;-0.07576;3.36;-9.71;99.24;33.00;93.60;0.2296;0.2278;0.001738;-6.391;-6.424;-27.600;0.97;-71.66;
2023-04-18 16:07:13.71;0.00:00:30:082;0.93;0.12;-0.34;0.2296;0.2121;0.02837;-0.07821;3.81;-10.04;99.23;34.07;93.20;0.2296;0.2278;0.00177;-6.391;-6.425;-27.521;0.97;-70.06;
2023-04-18 16:07:13.97;0.00:00:30:334;0.93;0.12;-0.34;0.2294;0.2119;0.02832;-0.0782;3.81;-10.04;99.23;34.08;93.19;0.2294;0.2277;0.001776;-6.393;-6.427;-27.505;0.97;-70.09;
2023-04-18 16:07:14.22;0.00:00:30:586;0.93;0.13;-0.35;0.2291;0.2113;0.02871;-0.07858;3.87;-10.12;99.18;34.30;93.07;0.2291;0.2272;0.001869;-6.400;-6.435;-27.284;0.96;-69.93;
2023-04-18 16:07:14.47;0.00:00:30:841;0.93;0.14;-0.35;0.2292;0.2104;0.0311;-0.08036;4.20;-10.35;99.20;35.06;92.80;0.2292;0.2274;0.001829;-6.398;-6.433;-27.378;0.96;-68.84;
2023-04-18 16:07:14.72;0.00:00:31:091;0.93;0.14;-0.35;0.229;0.2101;0.0311;-0.08033;4.21;-10.36;99.18;35.08;92.77;0.229;0.2271;0.001867;-6.402;-6.438;-27.289;0.96;-68.84;
2023-04-18 16:07:14.98;0.00:00:31:346;0.92;0.15;-0.36;0.229;0.2088;0.03421;-0.08265;4.65;-10.67;99.17;36.09;92.37;0.229;0.2271;0.001911;-6.401;-6.437;-27.187;0.96;-67.52;
2023-04-18 16:07:15.23;0.00:00:31:598;0.92;0.15;-0.36;0.2291;0.2089;0.03419;-0.08266;4.65;-10.67;99.16;36.07;92.37;0.2291;0.2272;0.001922;-6.399;-6.436;-27.162;0.96;-67.53;
2023-04-18 16:07:15.49;0.00:00:31:856;0.91;0.16;-0.37;0.2295;0.208;0.03682;-0.08455;5.02;-10.91;99.15;36.85;92.05;0.2295;0.2275;0.001941;-6.393;-6.430;-27.119;0.96;-66.46;
2023-04-18 16:07:15.74;0.00:00:32:106;0.91;0.16;-0.37;0.2296;0.2081;0.03677;-0.08461;5.01;-10.91;99.15;36.85;92.05;0.2296;0.2277;0.001956;-6.390;-6.427;-27.086;0.96;-66.51;
2023-04-18 16:07:15.99;0.00:00:32:358;0.91;0.16;-0.37;0.2296;0.2079;0.03693;-0.08479;5.04;-10.94;99.11;36.93;91.98;0.2296;0.2276;0.002033;-6.391;-6.429;-26.919;0.96;-66.46;
2023-04-18 16:07:16.24;0.00:00:32:613;0.91;0.18;-0.38;0.23;0.2067;0.04036;-0.08724;5.52;-11.25;99.11;37.94;91.56;0.23;0.2279;0.00204;-6.383;-6.422;-26.903;0.95;-65.18;
2023-04-18 16:07:16.49;0.00:00:32:862;0.91;0.18;-0.38;0.23;0.2067;0.04034;-0.08729;5.52;-11.26;99.11;37.95;91.56;0.23;0.228;0.002041;-6.382;-6.421;-26.902;0.95;-65.19;
2023-04-18 16:07:16.75;0.00:00:33:118;0.90;0.19;-0.39;0.2302;0.2055;0.04288;-0.0891;5.89;-11.50;99.09;38.71;91.22;0.2302;0.2281;0.002091;-6.380;-6.420;-26.796;0.95;-64.30;
2023-04-18 16:07:17.00;0.00:00:33:372;0.90;0.19;-0.39;0.2301;0.2055;0.04292;-0.08906;5.90;-11.49;99.09;38.70;91.22;0.2301;0.228;0.0021;-6.380;-6.420;-26.778;0.95;-64.27;
2023-04-18 16:07:17.26;0.00:00:33:626;0.90;0.20;-0.40;0.2302;0.2042;0.04532;-0.09075;6.26;-11.73;99.06;39.42;90.87;0.2302;0.228;0.002169;-6.379;-6.420;-26.637;0.95;-63.46;
2023-04-18 16:07:17.51;0.00:00:33:879;0.90;0.20;-0.40;0.2302;0.2043;0.04528;-0.0907;6.25;-11.72;99.07;39.40;90.89;0.2302;0.228;0.002152;-6.379;-6.420;-26.672;0.95;-63.47;
2023-04-18 16:07:17.76;0.00:00:34:133;0.89;0.21;-0.41;0.2302;0.2028;0.04779;-0.09247;6.63;-11.97;99.04;40.17;90.53;0.2302;0.228;0.002209;-6.380;-6.421;-26.559;0.94;-62.67;
2023-04-18 16:07:18.02;0.00:00:34:387;0.89;0.21;-0.41;0.2302;0.2028;0.04781;-0.09251;6.63;-11.97;99.05;40.19;90.53;0.2302;0.228;0.002186;-6.380;-6.421;-26.604;0.94;-62.67;
2023-04-18 16:07:18.27;0.00:00:34:640;0.89;0.21;-0.41;0.23;0.2026;0.04775;-0.09246;6.63;-11.98;99.03;40.20;90.50;0.23;0.2277;0.002241;-6.383;-6.426;-26.496;0.94;-62.68;
2023-04-18 16:07:18.53;0.00:00:34:896;0.88;0.22;-0.41;0.2302;0.2014;0.05015;-0.09419;6.99;-12.20;99.02;40.92;90.17;0.2302;0.2279;0.002259;-6.379;-6.422;-26.460;0.94;-61.97;
2023-04-18 16:07:18.78;0.00:00:35:151;0.88;0.22;-0.41;0.2302;0.2014;0.05022;-0.09421;7.00;-12.21;99.02;40.92;90.17;0.2302;0.228;0.002259;-6.379;-6.422;-26.462;0.94;-61.94;
2023-04-18 16:07:19.04;0.00:00:35:407;0.88;0.23;-0.42;0.2305;0.2002;0.05282;-0.09608;7.39;-12.45;98.99;41.68;89.79;0.2305;0.2282;0.002324;-6.372;-6.416;-26.338;0.94;-61.20;
2023-04-18 16:07:19.29;0.00:00:35:662;0.88;0.23;-0.42;0.2306;0.2002;0.05279;-0.0961;7.39;-12.45;98.98;41.67;89.79;0.2306;0.2283;0.002341;-6.371;-6.415;-26.306;0.94;-61.22;
2023-04-18 16:07:19.55;0.00:00:35:917;0.87;0.24;-0.43;0.2307;0.1987;0.05527;-0.09785;7.77;-12.69;98.94;42.41;89.40;0.2307;0.2283;0.002436;-6.369;-6.415;-26.133;0.94;-60.54;
2023-04-18 16:07:19.80;0.00:00:36:171;0.87;0.24;-0.43;0.2308;0.1987;0.05535;-0.0979;7.78;-12.69;98.96;42.43;89.41;0.2308;0.2284;0.002395;-6.368;-6.414;-26.208;0.94;-60.52;
2023-04-18 16:07:20.06;0.00:00:36:425;0.87;0.25;-0.43;0.2308;0.1975;0.05721;-0.09911;8.08;-12.87;98.90;42.95;89.09;0.2308;0.2282;0.002527;-6.369;-6.416;-25.974;0.93;-60.01;
2023-04-18 16:07:20.31;0.00:00:36:681;0.86;0.25;-0.44;0.2307;0.1968;0.05767;-0.1;8.17;-13.00;98.91;43.35;88.90;0.2307;0.2282;0.00252;-6.369;-6.417;-25.986;0.93;-60.03;
2023-04-18 16:07:20.56;0.00:00:36:932;0.86;0.25;-0.44;0.231;0.1969;0.05606;-0.1014;7.95;-13.18;98.91;43.91;88.63;0.231;0.2285;0.002512;-6.364;-6.412;-26.000;0.93;-61.07;
2023-04-18 16:07:20.82;0.00:00:37:188;0.86;0.25;-0.45;0.2311;0.1955;0.05809;-0.1031;8.27;-13.41;98.89;44.61;88.26;0.2311;0.2285;0.002565;-6.362;-6.410;-25.908;0.93;-60.60;
2023-04-18 16:07:21.07;0.00:00:37:442;0.86;0.25;-0.45;0.2311;0.1955;0.05815;-0.1031;8.28;-13.40;98.89;44.59;88.27;0.2311;0.2286;0.002564;-6.362;-6.410;-25.911;0.93;-60.57;
2023-04-18 16:07:21.33;0.00:00:37:696;0.85;0.26;-0.46;0.2312;0.1941;0.06053;-0.1045;8.66;-13.60;98.86;45.20;87.92;0.2312;0.2286;0.002639;-6.360;-6.410;-25.785;0.92;-59.92;
2023-04-18 16:07:21.58;0.00:00:37:950;0.85;0.26;-0.46;0.2314;0.1942;0.06058;-0.1046;8.66;-13.60;98.87;45.19;87.93;0.2314;0.2287;0.002619;-6.357;-6.406;-25.818;0.92;-59.91;
2023-04-18 16:07:21.84;0.00:00:38:203;0.84;0.27;-0.47;0.2314;0.1923;0.06276;-0.1065;9.04;-13.88;98.79;46.01;87.42;0.2314;0.2286;0.002805;-6.356;-6.409;-25.521;0.92;-59.48;
2023-04-18 16:07:22.09;0.00:00:38:459;0.84;0.27;-0.47;0.2316;0.1923;0.06286;-0.107;9.05;-13.94;98.83;46.20;87.37;0.2316;0.2289;0.002707;-6.353;-6.404;-25.675;0.92;-59.57;
2023-04-18 16:07:22.35;0.00:00:38:716;0.84;0.27;-0.47;0.2316;0.1923;0.06294;-0.107;9.06;-13.94;98.83;46.20;87.37;0.2316;0.2289;0.002702;-6.353;-6.404;-25.683;0.92;-59.53;
2023-04-18 16:07:22.60;0.00:00:38:964;0.83;0.28;-0.47;0.2315;0.1909;0.06466;-0.1081;9.36;-14.10;98.81;46.70;87.07;0.2315;0.2287;0.002761;-6.355;-6.407;-25.589;0.92;-59.11;
2023-04-18 16:07:22.85;0.00:00:39:218;0.83;0.28;-0.47;0.2313;0.1908;0.06458;-0.108;9.35;-14.10;98.80;46.70;87.07;0.2313;0.2286;0.002777;-6.357;-6.410;-25.564;0.92;-59.13;
2023-04-18 16:07:23.11;0.00:00:39:473;0.83;0.29;-0.48;0.2313;0.1895;0.06634;-0.1092;9.65;-14.27;98.78;47.19;86.78;0.2313;0.2285;0.00283;-6.358;-6.411;-25.482;0.91;-58.71;
2023-04-18 16:07:23.36;0.00:00:39:725;0.83;0.29;-0.48;0.2313;0.1893;0.06617;-0.1094;9.63;-14.30;98.77;47.29;86.71;0.2313;0.2285;0.002843;-6.358;-6.412;-25.462;0.91;-58.83;
2023-04-18 16:07:23.61;0.00:00:39:982;0.82;0.30;-0.48;0.2313;0.1882;0.06766;-0.1103;9.89;-14.44;98.76;47.70;86.47;0.2313;0.2284;0.002879;-6.358;-6.413;-25.408;0.91;-58.48;
2023-04-18 16:07:23.87;0.00:00:40:235;0.82;0.30;-0.48;0.2313;0.1882;0.0678;-0.1104;9.91;-14.45;98.76;47.74;86.46;0.2313;0.2285;0.00287;-6.358;-6.412;-25.422;0.91;-58.45;
2023-04-18 16:07:24.12;0.00:00:40:490;0.82;0.30;-0.49;0.2312;0.1874;0.06822;-0.1108;10.00;-14.53;98.70;47.93;86.28;0.2312;0.2282;0.003004;-6.360;-6.417;-25.223;0.91;-58.38;
2023-04-18 16:07:24.38;0.00:00:40:745;0.81;0.29;-0.50;0.2315;0.186;0.06652;-0.1149;9.84;-15.09;98.72;49.64;85.33;0.2315;0.2286;0.00296;-6.354;-6.410;-25.288;0.91;-59.94;
2023-04-18 16:07:24.62;0.00:00:40:990;0.81;0.29;-0.50;0.2315;0.186;0.0665;-0.1149;9.84;-15.09;98.72;49.64;85.33;0.2315;0.2285;0.002969;-6.355;-6.411;-25.274;0.91;-59.94;
2023-04-18 16:07:24.87;0.00:00:41:240;0.81;0.30;-0.51;0.2314;0.185;0.06771;-0.1156;10.05;-15.20;98.70;49.95;85.13;0.2314;0.2284;0.002999;-6.356;-6.413;-25.230;0.90;-59.64;
2023-04-18 16:07:25.13;0.00:00:41:495;0.81;0.30;-0.51;0.2313;0.1849;0.0676;-0.1156;10.04;-15.21;98.68;49.96;85.10;0.2313;0.2283;0.003049;-6.358;-6.416;-25.159;0.90;-59.67;
2023-04-18 16:07:25.38;0.00:00:41:746;0.81;0.30;-0.51;0.2312;0.1844;0.06796;-0.1159;10.12;-15.26;98.66;50.11;84.98;0.2312;0.2281;0.003103;-6.360;-6.419;-25.082;0.90;-59.61;
2023-04-18 16:07:25.63;0.00:00:42:000;0.80;0.31;-0.51;0.2314;0.1831;0.06991;-0.1172;10.45;-15.44;98.66;50.63;84.68;0.2314;0.2283;0.00309;-6.356;-6.414;-25.100;0.90;-59.18;
2023-04-18 16:07:25.89;0.00:00:42:254;0.80;0.31;-0.51;0.2314;0.183;0.06986;-0.1172;10.45;-15.44;98.66;50.65;84.66;0.2314;0.2283;0.003107;-6.357;-6.415;-25.076;0.90;-59.20;
2023-04-18 16:07:26.14;0.00:00:42:508;0.80;0.31;-0.52;0.2315;0.1816;0.0714;-0.1185;10.73;-15.64;98.62;51.20;84.30;0.2315;0.2283;0.003184;-6.355;-6.415;-24.970;0.90;-58.93;
2023-04-18 16:07:26.39;0.00:00:42:759;0.80;0.31;-0.52;0.2315;0.1817;0.07143;-0.1186;10.73;-15.64;98.64;51.21;84.31;0.2315;0.2284;0.003149;-6.354;-6.413;-25.018;0.90;-58.93;
2023-04-18 16:07:26.65;0.00:00:43:013;0.79;0.32;-0.52;0.2316;0.1802;0.07286;-0.1198;11.01;-15.82;98.61;51.74;83.94;0.2316;0.2283;0.003225;-6.353;-6.414;-24.915;0.89;-58.70;
2023-04-18 16:07:26.90;0.00:00:43:268;0.79;0.32;-0.52;0.2316;0.1803;0.07286;-0.1198;11.00;-15.82;98.61;51.74;83.95;0.2316;0.2284;0.003213;-6.352;-6.413;-24.930;0.89;-58.70;
2023-04-18 16:07:27.15;0.00:00:43:520;0.78;0.32;-0.53;0.2316;0.1788;0.07414;-0.121;11.26;-16.01;98.56;52.25;83.57;0.2316;0.2283;0.003337;-6.352;-6.415;-24.766;0.89;-58.51;
2023-04-18 16:07:27.41;0.00:00:43:775;0.78;0.33;-0.53;0.2317;0.1788;0.07442;-0.1212;11.30;-16.03;98.58;52.32;83.55;0.2317;0.2285;0.003285;-6.350;-6.412;-24.834;0.89;-58.46;
2023-04-18 16:07:27.66;0.00:00:44:028;0.78;0.33;-0.53;0.2318;0.1788;0.07439;-0.1213;11.30;-16.03;98.58;52.32;83.54;0.2318;0.2285;0.003299;-6.349;-6.412;-24.817;0.89;-58.47;
2023-04-18 16:07:27.92;0.00:00:44:283;0.77;0.33;-0.54;0.2318;0.1769;0.07605;-0.1229;11.63;-16.27;98.55;53.01;83.08;0.2318;0.2285;0.00337;-6.348;-6.412;-24.724;0.89;-58.25;
2023-04-18 16:07:28.17;0.00:00:44:538;0.77;0.33;-0.54;0.2318;0.1769;0.07601;-0.1229;11.62;-16.27;98.55;53.00;83.08;0.2318;0.2284;0.00336;-6.349;-6.412;-24.736;0.89;-58.25;
2023-04-18 16:07:28.42;0.00:00:44:791;0.77;0.34;-0.54;0.2318;0.1759;0.0766;-0.1238;11.77;-16.41;98.51;53.40;82.78;0.2318;0.2283;0.003455;-6.349;-6.415;-24.615;0.89;-58.25;
2023-04-18 16:07:28.68;0.00:00:45:045;0.77;0.34;-0.54;0.2318;0.176;0.07667;-0.1237;11.77;-16.40;98.53;53.38;82.81;0.2318;0.2284;0.003416;-6.349;-6.414;-24.664;0.89;-58.22;
2023-04-18 16:07:28.93;0.00:00:45:299;0.77;0.34;-0.54;0.2314;0.1748;0.07701;-0.1242;11.89;-16.51;98.48;53.66;82.57;0.2314;0.2278;0.003524;-6.357;-6.424;-24.529;0.88;-58.19;
2023-04-18 16:07:29.18;0.00:00:45:552;0.76;0.34;-0.55;0.2314;0.1739;0.07779;-0.125;12.05;-16.64;98.50;54.04;82.35;0.2314;0.2279;0.003481;-6.357;-6.423;-24.583;0.88;-58.11;
2023-04-18 16:07:29.43;0.00:00:45:802;0.76;0.34;-0.55;0.2312;0.1738;0.07772;-0.125;12.05;-16.64;98.49;54.05;82.34;0.2312;0.2278;0.003485;-6.359;-6.425;-24.578;0.88;-58.12;
2023-04-18 16:07:29.69;0.00:00:46:056;0.75;0.35;-0.56;0.2315;0.1717;0.0794;-0.1272;12.41;-16.95;98.48;54.94;81.73;0.2315;0.228;0.003526;-6.354;-6.421;-24.527;0.88;-58.02;
2023-04-18 16:07:29.94;0.00:00:46:310;0.75;0.35;-0.56;0.2315;0.1717;0.07932;-0.1272;12.40;-16.96;98.45;54.94;81.69;0.2315;0.2279;0.00359;-6.354;-6.422;-24.450;0.88;-58.05;
2023-04-18 16:07:30.20;0.00:00:46:563;0.75;0.35;-0.56;0.2319;0.1711;0.07983;-0.1283;12.51;-17.09;98.44;55.32;81.43;0.2319;0.2282;0.003617;-6.348;-6.416;-24.417;0.87;-58.10;
2023-04-18 16:07:30.45;0.00:00:46:816;0.75;0.35;-0.56;0.2319;0.171;0.07992;-0.1283;12.52;-17.10;98.44;55.34;81.41;0.2319;0.2283;0.003621;-6.347;-6.415;-24.412;0.87;-58.09;
2023-04-18 16:07:30.71;0.00:00:47:073;0.75;0.35;-0.57;0.2318;0.1701;0.08015;-0.129;12.62;-17.23;98.37;55.65;81.12;0.2318;0.228;0.003771;-6.349;-6.420;-24.235;0.87;-58.14;
2023-04-18 16:07:30.96;0.00:00:47:326;0.74;0.35;-0.57;0.2321;0.1691;0.08108;-0.1304;12.81;-17.41;98.40;56.19;80.79;0.2321;0.2284;0.003705;-6.343;-6.413;-24.312;0.87;-58.13;
2023-04-18 16:07:31.21;0.00:00:47:579;0.74;0.36;-0.57;0.2321;0.1691;0.08111;-0.1304;12.81;-17.41;98.40;56.17;80.79;0.2321;0.2284;0.003715;-6.343;-6.413;-24.301;0.87;-58.12;
2023-04-18 16:07:31.47;0.00:00:47:835;0.73;0.36;-0.58;0.2322;0.1678;0.08192;-0.1315;13.01;-17.58;98.39;56.65;80.45;0.2322;0.2284;0.003729;-6.342;-6.412;-24.284;0.87;-58.09;
2023-04-18 16:07:31.72;0.00:00:48:090;0.73;0.36;-0.58;0.2323;0.168;0.08182;-0.1316;12.99;-17.58;98.38;56.65;80.44;0.2323;0.2285;0.003753;-6.340;-6.411;-24.256;0.87;-58.13;
2023-04-18 16:07:31.98;0.00:00:48:345;0.72;0.36;-0.59;0.2325;0.1656;0.08289;-0.1341;13.30;-17.95;98.33;57.67;79.65;0.2325;0.2286;0.003873;-6.336;-6.409;-24.119;0.86;-58.28;
2023-04-18 16:07:32.23;0.00:00:48:601;0.72;0.36;-0.59;0.2325;0.1655;0.0829;-0.1341;13.30;-17.96;98.34;57.70;79.63;0.2325;0.2286;0.003862;-6.336;-6.409;-24.132;0.86;-58.28;
2023-04-18 16:07:32.49;0.00:00:48:854;0.72;0.36;-0.59;0.2325;0.1656;0.08281;-0.1341;13.29;-17.96;98.33;57.70;79.63;0.2325;0.2286;0.003872;-6.336;-6.409;-24.120;0.86;-58.31;
2023-04-18 16:07:32.74;0.00:00:49:110;0.72;0.36;-0.59;0.2324;0.1645;0.08324;-0.135;13.42;-18.10;98.32;58.07;79.33;0.2324;0.2285;0.003909;-6.338;-6.411;-24.079;0.86;-58.34;
2023-04-18 16:07:33.00;0.00:00:49:363;0.72;0.36;-0.59;0.2324;0.1645;0.0832;-0.135;13.42;-18.11;98.31;58.08;79.32;0.2324;0.2285;0.003924;-6.338;-6.412;-24.063;0.86;-58.35;
2023-04-18 16:07:33.25;0.00:00:49:618;0.71;0.37;-0.60;0.2326;0.1625;0.08412;-0.137;13.68;-18.41;98.28;58.90;78.67;0.2326;0.2286;0.00401;-6.334;-6.410;-23.969;0.86;-58.45;
2023-04-18 16:07:33.50;0.00:00:49:871;0.71;0.37;-0.60;0.2327;0.1626;0.08421;-0.137;13.69;-18.40;98.28;58.88;78.69;0.2327;0.2287;0.003992;-6.333;-6.408;-23.988;0.86;-58.42;
2023-04-18 16:07:33.76;0.00:00:50:125;0.70;0.37;-0.61;0.2327;0.1606;0.08487;-0.1389;13.93;-18.71;98.24;59.68;78.03;0.2327;0.2286;0.004097;-6.331;-6.408;-23.875;0.85;-58.58;
2023-04-18 16:07:34.01;0.00:00:50:381;0.70;0.37;-0.61;0.2327;0.1607;0.08371;-0.1393;13.76;-18.77;98.23;59.86;77.89;0.2327;0.2285;0.004116;-6.333;-6.410;-23.855;0.85;-58.99;
2023-04-18 16:07:34.27;0.00:00:50:636;0.70;0.37;-0.61;0.2324;0.1594;0.08379;-0.1401;13.86;-18.94;98.19;60.28;77.50;0.2324;0.2282;0.004214;-6.338;-6.417;-23.753;0.85;-59.12;
2023-04-18 16:07:34.52;0.00:00:50:891;0.70;0.37;-0.62;0.2325;0.1591;0.08414;-0.1406;13.94;-19.00;98.23;60.47;77.40;0.2325;0.2284;0.004127;-6.335;-6.413;-23.844;0.85;-59.10;
2023-04-18 16:07:34.78;0.00:00:51:146;0.70;0.37;-0.62;0.2326;0.1591;0.08414;-0.1406;13.94;-19.00;98.21;60.47;77.39;0.2326;0.2284;0.004151;-6.335;-6.413;-23.818;0.85;-59.11;
2023-04-18 16:07:35.03;0.00:00:51:401;0.69;0.37;-0.63;0.2327;0.1566;0.08499;-0.1429;14.24;-19.37;98.15;61.42;76.56;0.2327;0.2284;0.0043;-6.331;-6.412;-23.665;0.84;-59.26;
2023-04-18 16:07:35.29;0.00:00:51:655;0.69;0.37;-0.63;0.2329;0.1568;0.08512;-0.143;14.25;-19.36;98.16;61.40;76.58;0.2329;0.2286;0.004291;-6.328;-6.409;-23.674;0.84;-59.24;
2023-04-18 16:07:35.54;0.00:00:51:910;0.68;0.37;-0.63;0.2331;0.1551;0.08569;-0.1447;14.46;-19.62;98.13;62.06;76.02;0.2331;0.2288;0.004348;-6.324;-6.406;-23.617;0.84;-59.36;
2023-04-18 16:07:35.80;0.00:00:52:165;0.68;0.37;-0.63;0.2331;0.1551;0.08565;-0.1447;14.46;-19.62;98.13;62.07;76.01;0.2331;0.2287;0.004358;-6.325;-6.407;-23.607;0.84;-59.37;
2023-04-18 16:07:36.05;0.00:00:52:417;0.67;0.37;-0.64;0.2329;0.1541;0.08556;-0.1451;14.52;-19.73;98.06;62.33;75.70;0.2329;0.2284;0.004511;-6.329;-6.414;-23.458;0.84;-59.48;
2023-04-18 16:07:36.30;0.00:00:52:670;0.67;0.38;-0.64;0.233;0.1525;0.08622;-0.1467;14.74;-19.97;98.08;62.96;75.20;0.233;0.2285;0.004477;-6.326;-6.411;-23.490;0.83;-59.56;
2023-04-18 16:07:36.55;0.00:00:52:915;0.67;0.38;-0.64;0.2329;0.1525;0.08618;-0.1466;14.74;-19.97;98.07;62.95;75.20;0.2329;0.2284;0.00449;-6.328;-6.413;-23.478;0.83;-59.55;
2023-04-18 16:07:36.81;0.00:00:53:174;0.66;0.38;-0.65;0.233;0.1501;0.08685;-0.1488;15.03;-20.31;98.04;63.84;74.41;0.233;0.2285;0.004557;-6.326;-6.412;-23.413;0.83;-59.73;
2023-04-18 16:07:37.06;0.00:00:53:429;0.66;0.38;-0.65;0.2329;0.15;0.0868;-0.1487;15.03;-20.32;98.04;63.85;74.39;0.2329;0.2283;0.004576;-6.328;-6.414;-23.396;0.83;-59.73;
2023-04-18 16:07:37.31;0.00:00:53:683;0.64;0.38;-0.66;0.233;0.1472;0.08759;-0.1509;15.38;-20.69;97.98;64.78;73.51;0.233;0.2283;0.004702;-6.326;-6.415;-23.277;0.82;-59.87;
2023-04-18 16:07:37.57;0.00:00:53:937;0.64;0.38;-0.66;0.2331;0.1473;0.08762;-0.151;15.37;-20.69;97.99;64.77;73.53;0.2331;0.2284;0.004682;-6.325;-6.413;-23.296;0.82;-59.87;
2023-04-18 16:07:37.82;0.00:00:54:191;0.64;0.38;-0.67;0.233;0.1452;0.0878;-0.1524;15.58;-20.96;97.89;65.40;72.84;0.233;0.2281;0.004912;-6.327;-6.420;-23.087;0.82;-60.05;
